pt,a,b,c,d,n_pt_total,ror,ror_ci_lower,ror_ci_upper,ror_signal,prr,chi2,prr_signal,ic,ic025,expected_count,bcpnn_signal,ebgm,eb05,mgps_signal,consensus_signal,strict_signal,signal_category
Dry skin,4,412,14665,1795054,14669,1.1883879125717067,0.4438439767451109,3.1818970285532777,False,1.18657649033544,0.004963277445454484,False,0.2171489154630535,-1.7430303585323592,3.371187231891544,False,1.056392545161463,0.41397329774652153,False,False,False,Clinical AE
Hepatic enzyme increased,2,414,7332,1802387,7334,1.1875591345989125,0.29595076178042623,4.765308559048936,False,1.186657407990264,0.0,False,0.1939787725375674,-2.424591905537021,1.685478707389228,False,0.9346607595122024,0.2230095693141288,False,False,False,Clinical AE
Dry mouth,2,414,7374,1802345,7376,1.1807676534212779,0.2942585776135804,4.738051351545874,False,1.1798985781644447,0.0,False,0.18762103889930956,-2.4278760451222214,1.6951310261389343,False,0.9293446121713874,0.22174113933371076,False,False,False,Clinical AE
Fluid retention,1,415,3709,1806010,3710,1.1733166150717727,0.16483834688333007,8.351648176730798,False,1.172899988593235,0.0,False,0.14920432107907444,-3.20368265681022,0.8526214895574087,False,0.71318418602335,0.07135691667265998,False,False,False,Clinical AE
Dysgeusia,1,415,3792,1805927,3793,1.1475821005541151,0.16122385593518038,8.168423152226735,False,1.1472273358893217,0.0,False,0.1290013928512704,-3.211604560035559,0.8716963099437335,False,0.6976118574204732,0.06979884320960315,False,False,False,Clinical AE
Hypoaesthesia,3,413,11490,1798229,11493,1.1368316906795466,0.3650897759620993,3.5399136815802845,False,1.1358449236794537,0.0,False,0.1559986665644555,-2.0417036425529775,2.641288080723261,False,0.9714332016812566,0.3194293610202465,False,False,False,Clinical AE
Surgery,2,414,8130,1801589,8132,1.0705201109982114,0.2667884877241417,4.295587556373857,False,1.0701810720030278,0.0,False,0.07772738394299503,-2.486189553731164,1.8688727636336517,False,0.8430346493846333,0.20114762726775223,False,False,False,Clinical AE
Dysphagia,2,414,8206,1801513,8208,1.0605607302774804,0.2643068878807492,4.255617670903032,False,1.0602695729203773,0.0,False,0.06712917212689373,-2.4919654236807522,1.8863388642283587,False,0.8352366093171526,0.1992870189783331,False,False,False,Clinical AE
Multiple organ dysfunction syndrome,1,415,4134,1805585,4135,1.0524449029791152,0.14786118424595837,7.4910821217570165,False,1.0523188335008002,0.0,False,0.048617347412059725,-3.2443666616070406,0.950293762619915,False,0.6400282325298505,0.06403737232514452,False,False,False,Clinical AE
Amnesia,1,415,4162,1805557,4163,1.0453483323008517,0.14686439936605916,7.4405583692238935,False,1.0452393218866671,0.0,False,0.0422303423371064,-3.247053754547716,0.9567286417863861,False,0.6357319669340286,0.06360751385080833,False,False,False,Clinical AE
Skin exfoliation,2,414,8419,1801300,8421,1.0336064101615108,0.2575905840361864,4.147442792306741,False,1.0334448408818881,0.0,False,0.03783456658944148,-2.5080669859546396,1.935289909316156,False,0.8141308841434826,0.19425120396936768,False,False,False,Clinical AE
Hypoacusis,1,415,4216,1805503,4217,1.0319282823895202,0.14497940941177284,7.345015297799342,False,1.0318515317106993,0.0,False,0.029991830210959955,-3.252236722435332,0.9691387658931516,False,0.6276071127537575,0.06279458984873275,False,False,False,Clinical AE
Hypokalaemia,1,415,4237,1805482,4238,1.026801755049464,0.1442593306619504,7.308517510339076,False,1.026737327753672,0.0,False,0.025260306507965687,-3.254252471011128,0.9739649252680048,False,0.624503255307301,0.06248403655617369,False,False,False,Clinical AE
Fatigue,17,399,73260,1736459,73277,1.0098890072574283,0.6215076978532384,1.640970514930332,False,1.009484889172389,0.0,False,0.013225348433142638,-0.9449040622758486,16.84030859576772,False,0.982901135582931,0.6456087712935494,False,False,False,Clinical AE
Platelet count decreased,2,414,8635,1801084,8637,1.0076304445731197,0.2511180060960486,4.043195183870166,False,1.0075937597434412,0.0,False,0.00872264740366163,-2.524264817948244,1.984930405743218,False,0.7937899679408106,0.1893978719816419,False,False,False,Clinical AE
Rash,10,406,43747,1765972,43757,0.9942818316830958,0.5308905677062332,1.8621471560258143,False,0.9944192876522523,0.0,False,-0.0076886086134914594,-1.2401493779674153,10.05610741740257,False,0.9500952185620936,0.5432035127369952,False,False,False,Clinical AE
Septic shock,1,415,4428,1805291,4429,0.9824071353163331,0.13802353487378527,6.992458064510486,False,0.9824494258564381,0.0,False,-0.017076223189165417,-3.2725834780549055,1.0178599938678607,False,0.5976217030422205,0.05979443024885113,False,False,False,Clinical AE
Chills,2,414,9117,1800602,9119,0.9541033658520818,0.2377801941335642,3.8283812327066107,False,0.9543240227470238,0.0,False,-0.05419681042576787,-2.5599321078937227,2.0957022542517545,False,0.7518707878681404,0.1793959774986784,False,False,False,Clinical AE
Herpes zoster,1,415,4609,1805110,4610,0.943732404122892,0.13259106977153948,6.717125460456511,False,0.9438676627668274,0.0,False,-0.056081171571435426,-3.2899355751323984,1.059456891336834,False,0.5741995045141339,0.057450946053024546,False,False,False,Clinical AE
Insurance issue,1,415,4653,1805066,4654,0.9347854344521865,0.13133431585189473,6.653431000085091,False,0.9349422002347534,0.0,False,-0.06540580897001277,-3.294148864970288,1.069568844312717,False,0.5687804927758877,0.05690875235799842,False,False,False,Clinical AE
Feeling hot,1,415,4686,1805033,4687,0.9281854691493245,0.13040723534163992,6.606445285669359,False,0.9283581002331003,0.0,False,-0.07235994772090215,-3.2973072742146727,1.0771528090446292,False,0.5647828860231057,0.05650877588973305,False,False,False,Clinical AE
Seizure,3,413,14174,1795545,14177,0.9201848284090058,0.2955225809770392,2.865229843468034,False,0.9207604185887487,0.0,False,-0.10265514174607566,-2.203158674138078,3.2581172122521247,False,0.7876276975124762,0.25898992509503455,False,False,False,Clinical AE
Dyspnoea,10,406,47316,1762403,47326,0.9174262593350982,0.4898565991864241,1.718198637551226,False,0.9194112050241584,0.01337361438461617,False,-0.1156452190210144,-1.3257477009499419,10.876324694014535,False,0.8784580856678422,0.5022459945111301,False,False,False,Clinical AE
Eye pruritus,1,415,4788,1804931,4789,0.9083607613411038,0.1276224920296008,6.465312341282375,False,0.9085810479724954,0.0,False,-0.09364504485947076,-3.3070601402489928,1.1005941545796307,False,0.5527743655302346,0.055307275613977254,False,False,False,Clinical AE
Anaemia,3,413,14385,1795334,14388,0.9065809572622814,0.29115413003788504,2.822865785773501,False,0.9072546522820246,0.0,False,-0.12115132461731318,-2.2151933685225775,3.3066086231137457,False,0.7760837562819622,0.25519401430617494,False,False,False,Clinical AE
Lung disorder,1,415,4875,1804844,4876,0.8921070126660489,0.12533933684352963,6.349602144787684,False,0.8923663708086786,0.0,False,-0.11155507894469198,-3.315365965509063,1.1205882434183085,False,0.5429281482688191,0.0543221223836717,False,False,False,Clinical AE
Product availability issue,1,415,4917,1804802,4918,0.8844662359015072,0.12426603535448964,6.295207859639157,False,0.8847439612959749,0.0,False,-0.12012236694944295,-3.3193709837682888,1.1302405621680152,False,0.538299274347988,0.05385898512245629,False,False,False,Administrative/case-context
Pancytopenia,1,415,4935,1804784,4936,0.8812314302803921,0.12381164043210152,6.272179505931811,False,0.8815169316499104,0.0,False,-0.12377854459051843,-3.3210864281807755,1.1343772702036037,False,0.5363395453105078,0.05366290643146876,False,False,False,Clinical AE
Hypotension,3,413,15591,1794128,15594,0.8358929369290627,0.26845467236117576,2.602737348031136,False,0.837076401326209,0.001975488184774368,False,-0.22254600830392252,-2.282267853677082,3.5837680614981755,False,0.7160951576642034,0.2354683968454922,False,False,False,Clinical AE
Bone pain,1,415,5228,1804491,5229,0.831708317585568,0.116855019213915,5.9196321235865605,False,0.8321128648990643,0.0,False,-0.18202582130121625,-3.348915840130859,1.201713684338461,False,0.506333809829196,0.05066071315741355,False,False,False,Clinical AE
Skin burning sensation,1,415,5334,1804385,5335,0.8151322952100867,0.11452651412848794,5.801631733495567,False,0.8155766887312164,0.0,False,-0.20253206548701594,-3.3589348691195293,1.2260742983258155,False,0.49628909901842,0.04965569985738219,False,False,False,Clinical AE
Weight increased,4,412,21476,1788243,21480,0.8084178862112052,0.3019439514579076,2.164439710054267,False,0.810260021920713,0.039064252858318924,False,-0.2727456073115208,-2.0748580680046502,4.936471589135617,False,0.7215541940449555,0.28275868717529495,False,False,False,Clinical AE
Dysphonia,1,415,5401,1804318,5402,0.8049905974574098,0.11310185772591512,5.729436059000812,False,0.8054593700596756,0.0,False,-0.21534481343006273,-3.3652527984725453,1.2414720449027283,False,0.4901431020391788,0.04904076839519779,False,False,False,Clinical AE
Completed suicide,1,415,5463,1804256,5464,0.7958273511398698,0.11181464384732487,5.664205966501892,False,0.7963181507765528,0.0,False,-0.22710086337780136,-3.3710885472914502,1.2557207059141997,False,0.4845898320251422,0.048485141625257855,False,False,False,Clinical AE
Rash pruritic,1,415,5611,1804108,5612,0.774772445690801,0.10885692019923154,5.514324137620996,False,0.7753138580809673,0.0,False,-0.2547823902370634,-3.384975622810942,1.2897336386512608,False,0.4718289553758977,0.047208365121270114,False,False,False,Clinical AE
Thrombosis,1,415,5643,1804076,5644,0.7703652462054491,0.10823780781861878,5.482951147307848,False,0.7709172528251476,0.0,False,-0.26069838432208736,-3.3879699045321985,1.297087786270085,False,0.46915771274764767,0.046941096663314925,False,False,False,Clinical AE
Decreased appetite,4,412,22834,1786885,22838,0.7597616737432087,0.2837723963144259,2.034157685476532,False,0.762071657649524,0.10815101634622225,False,-0.35327641864419523,-2.13309685675962,5.248563228709461,False,0.6786644126171216,0.26595127563246346,False,False,False,Clinical AE
Cardiac arrest,1,415,5771,1803948,5772,0.7532252037086137,0.10583000579598534,5.36093901946479,False,0.753818412353545,0.0,False,-0.28412271002848255,-3.3999162443918074,1.3265043767453808,False,0.45876850726011686,0.04590161529959803,False,False,False,Clinical AE
Productive cough,1,415,5897,1803822,5898,0.7370797076724739,0.10356189890796601,5.2460074717763785,False,0.7377117276059535,0.0,False,-0.30681543549167933,-3.411626274837147,1.3554613329945004,False,0.4489814429347943,0.04492238055600944,False,False,False,Clinical AE
Constipation,4,412,23879,1785840,23883,0.7260878775151584,0.27119618443315724,1.9439934487883972,False,0.7287216479236664,0.18052830634737563,False,-0.41232318862915457,-2.1764043508905875,5.488722111886682,False,0.6489797221129101,0.25431860245912613,False,False,False,Clinical AE
Anaphylactic reaction,1,415,6045,1803674,6046,0.7189747575911587,0.10101850986764939,5.117128561196561,False,0.7196502990392569,0.0,False,-0.3330223687873904,-3.425315534437441,1.3894742657315615,False,0.4380058022945828,0.043824224020935915,False,False,False,Clinical AE
Injection site reaction,1,415,6099,1803620,6100,0.7125876847280909,0.10012124694514421,5.071662847990209,False,0.7132785797167254,0.0,False,-0.3424670508000484,-3.4302921928217827,1.401884389838327,False,0.43413360977568144,0.04343679574598719,False,False,False,Clinical AE
Febrile neutropenia,1,415,6342,1803377,6343,0.6851918554064887,0.09627262194905803,4.876649967670069,False,0.6859486057540694,0.0,False,-0.3842192708133213,-3.4525638105920877,1.4577299483187718,False,0.4175235730720526,0.04177489545680739,False,False,False,Clinical AE
Cardiac failure,1,415,6351,1803368,6352,0.6842174555567571,0.09613573529183954,4.869713900532282,False,0.6849765482116688,0.0,False,-0.3857426826029088,-3.4533847366118464,1.4597983023365662,False,0.4169327608918409,0.04171578234642333,False,False,False,Clinical AE
Therapy non-responder,1,415,6617,1803102,6618,0.6566153991817353,0.09225808951310326,4.673235536503873,False,0.6574408429337022,0.00028913823963341026,False,-0.4300566037829685,-3.4775169033459448,1.5209296544180406,False,0.4001956708253338,0.040041169862546064,False,False,False,Administrative/case-context
Adverse event,1,415,7388,1802331,7389,0.5878405881240174,0.08259612371092992,4.183689760737081,False,0.588831355941027,0.02321447826074337,False,-0.5513067605159855,-3.5459827169605616,1.6981186486090816,False,0.3584840977918833,0.035867760945798084,False,False,False,Clinical AE
Eye irritation,1,415,7706,1802013,7707,0.563483000259538,0.07917412811484167,4.010313711581887,False,0.5645323199704526,0.04171248638949597,False,-0.5984925650707646,-3.5735616493222815,1.7712004905711451,False,0.3437084303286664,0.034389396600908936,False,False,False,Clinical AE
Wheezing,1,415,7806,1801913,7807,0.5562335429342273,0.07815564520215117,3.9587128157525227,False,0.5573002892252508,0.04845551347739469,False,-0.6130174727207578,-3.582153665459768,1.7941822018799702,False,0.33931050952477015,0.03394936711836191,False,False,False,Clinical AE
Renal impairment,1,415,7852,1801867,7853,0.5529607988755838,0.0776958532999427,3.9354178132612043,False,0.5540354123398252,0.05169735288726424,False,-0.6196501387652869,-3.5860930243921536,1.8047537890820298,False,0.33732503815094134,0.033750712804154204,False,False,False,Clinical AE
Asthenia,4,412,31364,1778355,31368,0.5504904516092286,0.20561398155558422,1.4738284576771876,False,0.5548126588052936,1.0361186743299018,False,-0.7766006115326973,-2.4541154964049836,7.208903203352236,False,0.49416155598142747,0.1936493114100087,False,False,False,Clinical AE
Somnolence,2,414,16427,1793292,16429,0.5273784852262491,0.1314413351634374,2.1159863168895976,False,0.5296507040472768,0.4350503770449368,False,-0.7742208452964876,-3.025527871935516,3.7756653509268645,False,0.41749757873618126,0.09961470434710364,False,False,False,Clinical AE
Urinary tract infection,2,414,16973,1792746,16975,0.510257980065526,0.12717464519337116,2.0472886385856572,False,0.5126125090075188,0.5081197370138472,False,-0.815950970772317,-3.0553853177113477,3.9011454946730493,False,0.4040753126227736,0.09641215865904794,False,False,False,Clinical AE
Swelling,1,415,8574,1801145,8575,0.5061941256980336,0.07112547115352916,3.6025419408203487,False,0.507381159049721,0.11297966187283756,False,-0.7199466844223291,-3.646854991175687,1.9706817447317466,False,0.30895015379754576,0.030911692677121662,False,False,False,Clinical AE
White blood cell count decreased,1,415,8926,1800793,8927,0.48613715448844447,0.06830756829281148,3.4597825523675168,False,0.48737240171323193,0.14906369965589972,False,-0.7664268868429579,-3.675754830630422,2.0515773685388106,False,0.29677920447045336,0.02969394074994689,False,False,False,Clinical AE
Treatment failure,1,415,9135,1800584,9136,0.474959674494365,0.06673717796124468,3.3802252250881044,False,0.4762217906614459,0.17214537307595795,False,-0.7933322276452356,-3.692692470248494,2.099609145174255,False,0.28999604944429774,0.02901525908893307,False,False,False,Clinical AE
Product dose omission issue,8,408,71751,1737968,71759,0.4749453515849065,0.2359062487532651,0.9561980158823089,False,0.4850425563621199,4.033286635778558,False,-0.9992739056226303,-2.1872377208513,16.491446218099757,False,0.4581975263241267,0.243572783947591,False,False,False,Administrative/case-context
Muscular weakness,1,415,9256,1800463,9257,0.4687192156699399,0.06586041553170703,3.3358080322538357,False,0.4699963329399641,0.18603148376060022,False,-0.8086826982138373,-3.7024236594836832,2.127417015857933,False,0.286208830700395,0.02863633277841479,False,False,False,Clinical AE
Dyspepsia,1,415,9487,1800232,9488,0.4572476477005312,0.06424869433108713,3.2541581351094733,False,0.45855234085509733,0.21354406669522413,False,-0.8375422011317178,-3.7208502894663247,2.180504768981319,False,0.27924668755843474,0.02793974264394465,False,False,False,Clinical AE
Drug intolerance,1,415,9654,1800065,9655,0.44929625275496016,0.06313154210635519,3.197563626745749,False,0.4506200598396839,0.23421017074527398,False,-0.8580522203801053,-3.734049209577808,2.2188842268670568,False,0.27442075372821695,0.02745688875438946,False,False,False,Clinical AE
Cerebrovascular accident,1,415,9768,1799951,9769,0.4440245009522118,0.06239087122098459,3.160041743086744,False,0.44536098051723055,0.24867221221894975,False,-0.871887468856417,-3.743000716715726,2.2450833777591175,False,0.2712210839434363,0.02713674905599583,False,False,False,Clinical AE
Migraine,1,415,9793,1799926,9794,0.44288482429667614,0.06223074863482414,3.1519300650439943,False,0.44422404346903993,0.25188099548799875,False,-0.8749038573928848,-3.7449574506643115,2.2508288055863237,False,0.27052935211830265,0.027067538533422256,False,False,False,Clinical AE
Pruritus,5,411,48744,1760975,48749,0.43950134432915916,0.18195157532714984,1.06160900953912,False,0.44623810701751065,2.984481521214475,False,-1.089418574341498,-2.5512613139926605,11.203354445939116,False,0.4070228998272943,0.1787139535946539,False,False,False,Clinical AE
Thrombocytopenia,1,415,9939,1799780,9940,0.43634362381612174,0.06131171976977538,3.1053729818690208,False,0.4376985670281022,0.2708805598274979,False,-0.8923947068230287,-3.7563396328646492,2.284382104097208,False,0.2665590767224418,0.026670296676210514,False,False,False,Clinical AE
Palpitations,1,415,10042,1799677,10043,0.4318433662952947,0.06067943876508022,3.073342417276484,False,0.43320912743400797,0.2845445271419004,False,-0.9046078020653378,-3.7643233864672068,2.308053266745298,False,0.26382751700806006,0.026396993253693032,False,False,False,Clinical AE
Abdominal distension,1,415,10142,1799577,10143,0.4275616368055539,0.060077859511556066,3.0428672851215826,False,0.4289376905632329,0.2980094441158852,False,-0.916367073444257,-3.7720383204549357,2.331034978054123,False,0.2612285507575435,0.02613695633502936,False,False,False,Clinical AE
Haemorrhage,1,415,10363,1799356,10364,0.4183921249021949,0.05878954720838224,2.977603647119346,False,0.4197902207557954,0.32843402862732035,False,-0.9420200089570616,-3.7889625648629046,2.3818245600466263,False,0.2556625916602381,0.02558005997179893,False,False,False,Clinical AE
Myelosuppression,1,415,10661,1799058,10662,0.40662972686167237,0.057136927803307196,2.893885637967879,False,0.4080560977105626,0.37083017071294616,False,-0.9759040802458799,-3.8115126860405346,2.450310059746925,False,0.24852241551257392,0.024865656926439897,False,False,False,Clinical AE
Pain in extremity,2,414,21528,1788191,21530,0.4012729405766583,0.10001337607460517,1.609984375679161,False,0.40415143605465514,1.225968896669478,False,-1.1237886633631486,-3.283876724595731,4.947962444790029,False,0.3186197535449844,0.07602250687203818,False,False,False,Clinical AE
Pneumonia,3,413,32357,1777362,32360,0.399005465732965,0.12815146102796043,1.2423218620195402,False,0.4033395609320062,2.1225007887614176,False,-1.1812173945308604,-2.995585689969338,7.4368817795357804,False,0.3451745163425398,0.11350124229328938,False,False,False,Clinical AE
Abdominal pain,2,414,22048,1787671,22050,0.3916950193867749,0.09762632025582672,1.5715535299329175,False,0.39461956256280006,1.317169069234116,False,-1.1550930959127896,-3.3078766887997104,5.067467343595919,False,0.3111086280158348,0.0742303562416916,False,False,False,Clinical AE
Adverse drug reaction,1,415,11094,1798625,11095,0.39066487692250884,0.054893849060468874,2.780257691399267,False,0.39212962481452207,0.4350014439452803,False,-1.0237620081955634,-3.8437350983060785,2.549820869714137,False,0.23883063855443443,0.023895956063233543,False,False,False,Clinical AE
Intentional product use issue,1,415,11595,1798124,11596,0.37368080342066845,0.052507550652968416,2.65937643460088,False,0.37518637841244573,0.5126510104395418,False,-1.0772244208077757,-3.8802357092556123,2.6649592433713507,False,0.22851940193251735,0.0228642757948798,False,False,False,Administrative/case-context
Vision blurred,1,415,11912,1797807,11913,0.3636723522700608,0.051101333484920866,2.588143415957358,False,0.36520198603864235,0.5634726436738383,False,-1.1100563927827878,-3.902909498657795,2.737811268220326,False,0.22244280251412615,0.02225628783489848,False,False,False,Clinical AE
Confusional state,1,415,12039,1797680,12040,0.3598105354385396,0.050558735039529575,2.560657843028447,False,0.3613494524206585,0.5841726062013182,False,-1.1230030892246965,-3.911903655448862,2.766998041582534,False,0.22009804373722408,0.022021685385853976,False,False,False,Clinical AE
Visual impairment,1,415,12293,1797426,12294,0.3523262822705448,0.04950716924730716,2.5073905671820573,False,0.353883190245856,0.6261224047380411,False,-1.1485530605406087,-3.9297405761169655,2.8253715883069495,False,0.21555376030211032,0.021567011739450737,False,False,False,Clinical AE
Chest pain,1,415,13158,1796561,13159,0.32900612939674795,0.04623057717629768,2.3414164345784254,False,0.330619095431852,0.7739738885461233,False,-1.2323183128975512,-3.9890140864185644,3.024163391128286,False,0.201393322328673,0.020150203553962097,False,False,False,Clinical AE
Myalgia,1,415,13807,1795912,13808,0.31342788405741456,0.04404174071807318,2.2305439545080263,False,0.31507829779766117,0.889339324148426,False,-1.2921199981544877,-4.032055637356327,3.1733146975225606,False,0.1919331372286413,0.019203674378021,False,False,False,Clinical AE
General physical health deterioration,1,415,14218,1795501,14219,0.3042979627046659,0.042758925156277335,2.16556542915383,False,0.30597032337124125,0.9641056661504434,False,-1.3287482193649718,-4.058707686229155,3.2677695310018313,False,0.18638852889646007,0.01864891424382891,False,False,False,Clinical AE
Feeling abnormal,1,415,14564,1795155,14565,0.29701144594858425,0.041735116607718975,2.1137067820760125,False,0.2987013222804386,1.0279783953790884,False,-1.3588786746802384,-4.080792974567193,3.347286252130366,False,0.18196326764212298,0.0182061492403854,False,False,False,Clinical AE
Acute kidney injury,1,415,14962,1794757,14963,0.28904662897009775,0.04061599811830578,2.0570208191269828,False,0.290755651496612,1.1024244895556004,False,-1.392776617008354,-4.10581081547671,3.4387534631394896,False,0.1771259034404879,0.01772215169667082,False,False,False,Clinical AE
Hypersensitivity,1,415,15223,1794496,15224,0.2840495793856633,0.0399138718964889,2.021456694515015,False,0.2857706140506016,1.151774551143679,False,-1.4145814380628827,-4.121997824524475,3.498735729655523,False,0.17409090427790452,0.01741848794950669,False,False,False,Clinical AE
Toxicity to various agents,1,415,16996,1792723,16997,0.2541665367045967,0.035715027805098803,1.8087800108386447,False,0.2559594056067491,1.4966022993073214,False,-1.5545729622703348,-4.2276220484220675,3.906201471160991,False,0.15593985067024996,0.015602402784993539,False,False,False,Clinical AE
Erythema,1,415,17211,1792508,17212,0.2509613843206187,0.035264670883822076,1.7859692105907208,False,0.25276195791600187,1.5394124411003318,False,-1.5706611545467117,-4.239943380548266,3.9556121504749644,False,0.15399289454432075,0.015407602074649819,False,False,False,Clinical AE
Back pain,1,415,19078,1790641,19079,0.22616613850306352,0.03178066157231286,1.6095046381900844,False,0.22802631605473886,1.918488259381862,False,-1.7033017591795756,-4.342891806399584,4.384680700610728,False,0.13893023439666302,0.013900522969295375,False,False,False,Clinical AE
Insomnia,1,415,19325,1790394,19326,0.22324462663071432,0.03137015393043303,1.588712743648277,False,0.22511182704746743,1.969512753637162,False,-1.7199706363030196,-4.355996359411959,4.441445527543526,False,0.13715536488091915,0.013722940209299019,False,False,False,Clinical AE
Abdominal pain upper,1,415,19337,1790382,19338,0.2231045919209755,0.03135047735183566,1.5877161415314305,False,0.22497212895962704,1.9719963495168753,False,-1.7207755753154699,-4.3566300963746984,4.444203332900584,False,0.13707029079554195,0.013714428208415895,False,False,False,Clinical AE
Nasopharyngitis,1,415,20824,1788895,20825,0.20700107383047364,0.029087729099833804,1.4731106859494933,False,0.2089073212491504,2.2828503600635095,False,-1.817197925173648,-4.433144446635184,4.7859413800628126,False,0.1272867217814108,0.012735543184625255,False,False,False,Clinical AE
Product use issue,1,415,21102,1788617,21103,0.20424227475726048,0.02870008124705887,1.4534769584422398,False,0.2061551539044786,2.3415950303416,False,-1.834530692366735,-4.447022166098323,4.849830537501346,False,0.12561056752597755,0.012567837279363413,False,False,False,Administrative/case-context
Vomiting,2,414,43055,1766664,43057,0.19822572745679187,0.04940741980675614,0.7952942934373028,False,0.20208041145940345,5.66282243041948,False,-2.0559224336879534,-4.047779079072678,9.895235438240794,False,0.1593514871991533,0.03802118166209924,False,False,False,Clinical AE
Fall,1,415,28239,1781480,28240,0.15201398390758403,0.02136122323270034,1.0817850200675996,False,0.15405241183088308,3.898422009573677,False,-2.2203372351280506,-4.764823110592211,6.49003527361219,False,0.09387470159557053,0.009392537567015866,False,False,False,Clinical AE
Diarrhoea,2,414,62798,1746921,62800,0.13438695315229737,0.03349605356095855,0.539163610563589,False,0.13854855433906518,10.222486768930384,False,-2.5784571421986944,-4.510755347662067,14.43251470194212,False,0.10926130800241646,0.026069691053504797,False,False,False,Clinical AE
Product use in unapproved indication,1,415,36492,1773227,36493,0.1170896674498058,0.016453737089154603,0.833244760701992,False,0.11921204805689761,5.772676558415195,False,-2.5666878678624356,-5.06273889232633,8.386715907929519,False,0.07264945729274583,0.007268867386499657,False,False,False,Administrative/case-context
Condition aggravated,1,415,39194,1770525,39195,0.10885149005472315,0.0152961157754525,0.7746180181342787,False,0.11099367397286085,6.397431044917208,False,-2.6641311117518107,-5.14838280871081,9.007681747493972,False,0.06764224890624833,0.006767876256017344,False,False,False,Clinical AE
Dizziness,1,415,41424,1768295,41425,0.1028619111439966,0.014454462820232656,0.7319934954196485,False,0.10501849308836202,6.916348107274858,False,-2.7398731422658646,-5.215452591767333,9.52017390968077,False,0.06400164090919033,0.006403618934311417,False,False,False,Clinical AE
Pain,1,415,45771,1763948,45772,0.09286397737505703,0.013049552587800854,0.6608439818830909,False,0.0950445928140593,7.935523018502276,False,-2.8769836281827015,-5.3379079750952805,10.519188900275394,False,0.057924453837535105,0.005795572177281851,False,False,False,Clinical AE
Drug ineffective,1,415,103985,1705734,103986,0.039526878007775684,0.005554513744628723,0.28128008262692916,False,0.0418357076279493,22.27644349850366,False,-4.023714429020866,-6.4024222642009505,23.897762321594797,False,0.025499447539457272,0.0025513212279952937,False,False,False,Administrative/case-context
